model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
nearest_sample,random,3,3,0.2621771224062725,0.2131358919407968,1.0,0.0,0.0,18,,,,,,,,,,,
decay_only,random,3,3,0.26721613898792856,0.2163821165822441,1.0,0.0,0.0,18,,,,,,,,,,,
simgp_core,random,4,3,0.14933662798032843,0.10830574074701804,1.0,0.6111111111111112,0.7586206896551725,18,0.9204545454545454,0.6363636363636364,0.875,0.9431818181818182,0.1,1.0,1.0,1.15,0.9,1.0,0.6111111111111112
simgp_core_nogp,random,4,3,0.15644703410984875,0.12624482267977208,1.0,0.6111111111111112,0.7586206896551725,18,0.8636363636363636,0.45454545454545453,0.8068181818181818,0.9090909090909091,,,,,,,
simgp_core_g75,random,4,3,0.15546803924430208,0.12268262737249515,0.75,0.16666666666666666,0.27272727272727276,18,0.7840909090909091,0.42045454545454547,0.7272727272727273,0.8295454545454546,,,,,,,
physgp_core,random,4,3,0.25986687644889317,0.2070882278162321,1.0,0.0,0.0,18,0.48863636363636365,0.25,0.3522727272727273,0.5681818181818182,,,,,,,
physgp_rich,random,4,3,0.24412487150701612,0.19369527918147963,1.0,0.0,0.0,18,0.4659090909090909,0.19318181818181818,0.3181818181818182,0.5454545454545454,,,,,,,
simgp_rich,random,4,3,0.15027235652924797,0.10785664089265316,1.0,0.6111111111111112,0.7586206896551725,18,1.0,0.7045454545454546,0.8977272727272727,1.0,,,,,,,
mean_of_samples,random,4,3,0.2634614023512363,0.21929461441075612,1.0,0.0,0.0,18,,,,,,,,,,,
nearest_sample,random,4,3,0.37022663735042466,0.2925568165742608,1.0,0.0,0.0,18,,,,,,,,,,,
decay_only,random,4,3,0.2616231106620563,0.21502233922489225,1.0,0.0,0.0,18,,,,,,,,,,,
simgp_core,random,5,3,0.14013138751730805,0.11116172700090153,0.8888888888888888,0.4444444444444444,0.5925925925925926,18,0.9770114942528736,0.5747126436781609,0.8505747126436781,0.9885057471264368,0.1,1.0,1.0,1.15,0.9,1.0,0.4444444444444444
simgp_core_nogp,random,5,3,0.15621691182591924,0.12160562801467427,0.9333333333333333,0.7777777777777778,0.8484848484848485,18,0.8735632183908046,0.3218390804597701,0.7816091954022989,0.9080459770114943,,,,,,,
simgp_core_g75,random,5,3,0.1286768796073687,0.1039694970230937,0.7272727272727273,0.4444444444444444,0.5517241379310345,18,0.8390804597701149,0.4367816091954023,0.7701149425287356,0.8850574712643678,,,,,,,
physgp_core,random,5,3,0.2599742297645288,0.20792340110948035,1.0,0.0,0.0,18,0.40229885057471265,0.21839080459770116,0.3448275862068966,0.5172413793103449,,,,,,,
physgp_rich,random,5,3,0.2815085073260771,0.22832716315406987,1.0,0.0,0.0,18,0.3448275862068966,0.11494252873563218,0.21839080459770116,0.3793103448275862,,,,,,,
simgp_rich,random,5,3,0.15226129037021038,0.10714062734377987,0.9166666666666666,0.6111111111111112,0.7333333333333334,18,0.9770114942528736,0.6436781609195402,0.9080459770114943,1.0,,,,,,,
pinn_rich,random,5,3,0.2693477641210541,0.20922139157474065,1.0,0.0,0.0,18,0.16091954022988506,0.09195402298850575,0.14942528735632185,0.2413793103448276,,,,,,,
mean_of_samples,random,5,3,0.26034090669987614,0.2160785961159592,1.0,0.0,0.0,18,,,,,,,,,,,
nearest_sample,random,5,3,0.37048610767639184,0.2931476866245298,1.0,0.0,0.0,18,,,,,,,,,,,
decay_only,random,5,3,0.26247260175820275,0.21507940892306557,1.0,0.0,0.0,18,,,,,,,,,,,
simgp_core,random,6,3,0.14025145608836267,0.10778986279910999,0.8461538461538461,0.6111111111111112,0.7096774193548387,18,0.9651162790697675,0.5232558139534884,0.8604651162790697,0.9767441860465116,0.1,1.0,1.0,1.15,0.9,0.95,0.6111111111111112
simgp_core_nogp,random,6,3,0.16201856745793888,0.12082375156912877,0.8095238095238095,0.9444444444444444,0.8717948717948718,18,0.872093023255814,0.36046511627906974,0.7325581395348837,0.8837209302325582,,,,,,,
simgp_core_g75,random,6,3,0.1322268218876701,0.10484479156081743,0.7272727272727273,0.4444444444444444,0.5517241379310345,18,0.8255813953488372,0.38372093023255816,0.7674418604651163,0.872093023255814,,,,,,,
physgp_core,random,6,3,0.26237669289058757,0.21269563958238594,1.0,0.0,0.0,18,0.38372093023255816,0.19767441860465115,0.3488372093023256,0.47674418604651164,,,,,,,
physgp_rich,random,6,3,0.30196632391700623,0.24830779274160947,1.0,0.0,0.0,18,0.313953488372093,0.11627906976744186,0.23255813953488372,0.3488372093023256,,,,,,,
simgp_rich,random,6,3,0.13977281650217527,0.09423718521832902,0.8333333333333334,0.8333333333333334,0.8333333333333334,18,0.9767441860465116,0.7790697674418605,0.9651162790697675,0.9883720930232558,,,,,,,
mean_of_samples,random,6,3,0.26100293105567013,0.21690497196226693,1.0,0.0,0.0,18,,,,,,,,,,,
nearest_sample,random,6,3,0.3726450104028701,0.2963902862894574,1.0,0.0,0.0,18,,,,,,,,,,,
decay_only,random,6,3,0.26436368614857686,0.2172497640494944,1.0,0.0,0.0,18,,,,,,,,,,,
simgp_core,random,7,3,0.13844050698507973,0.10664079677596909,0.7857142857142857,0.6111111111111112,0.6875000000000001,18,0.9764705882352941,0.5647058823529412,0.8823529411764706,0.9764705882352941,0.1,1.0,1.0,1.15,0.9,0.95,0.6111111111111112
simgp_core_nogp,random,7,3,0.16766005639735168,0.12270604641920464,0.7727272727272727,0.9444444444444444,0.85,18,0.8352941176470589,0.36470588235294116,0.6705882352941176,0.8941176470588236,,,,,,,
simgp_core_g75,random,7,3,0.12884027230557527,0.10217719975836306,0.7272727272727273,0.4444444444444444,0.5517241379310345,18,0.7529411764705882,0.35294117647058826,0.6235294117647059,0.8235294117647058,,,,,,,
