model,strategy,n,seed,rmse_min,precision_min,recall_min,f1_min,n_true_viol_min,coverage90_min,rmse_night,recall_night,coverage90_night,map_kb,map_kw,map_gamma
simgp24,straddle,15,5,0.1038062722446064,0.8421052631578947,0.8,0.8205128205128205,20,0.8701298701298701,0.15761215556128857,0.9411764705882353,0.922077922077922,0.1,1.0,0.0
simgp24,straddle_min,3,5,0.08199241745614477,0.7878787878787878,0.8125,0.8,32,0.7640449438202247,0.16646250141694582,0.9642857142857143,0.5056179775280899,0.1,1.0,1.0
simgp24,straddle_min,4,5,0.09517668915812233,0.8421052631578947,1.0,0.9142857142857143,32,0.7386363636363636,0.14538766184880422,1.0,0.8636363636363636,0.4,0.6,1.0
simgp24,straddle_min,5,5,0.09537230774263146,0.8421052631578947,1.0,0.9142857142857143,32,0.7586206896551724,0.149530853644635,1.0,0.8390804597701149,0.4,0.6,1.0
simgp24,straddle_min,6,5,0.08762782181654645,0.9393939393939394,1.0,0.96875,31,0.7441860465116279,0.13987071103453935,1.0,0.8372093023255814,0.4,0.6,1.0
simgp24,straddle_min,7,5,0.10062490997622288,0.8378378378378378,1.0,0.911764705882353,31,0.7647058823529411,0.14876118050156492,1.0,0.8352941176470589,0.25,1.0,1.0
simgp24,straddle_min,8,5,0.09996927590947077,0.8333333333333334,1.0,0.9090909090909091,30,0.7142857142857143,0.15203508909017183,1.0,0.8095238095238095,0.55,0.6,1.0
simgp24,straddle_min,9,5,0.10396663998898671,0.8333333333333334,1.0,0.9090909090909091,30,0.7228915662650602,0.15609062781399288,1.0,0.8192771084337349,0.25,1.0,1.0
simgp24,straddle_min,10,5,0.15137301491073096,0.7894736842105263,1.0,0.8823529411764706,30,0.524390243902439,0.15306916750502808,1.0,0.9024390243902439,0.25,1.0,1.0
simgp24,straddle_min,11,5,0.14194142554211853,0.8108108108108109,1.0,0.8955223880597014,30,0.38271604938271603,0.15520869527991368,1.0,0.8271604938271605,0.25,1.0,1.0
simgp24,straddle_min,12,5,0.10891753603351034,0.8333333333333334,1.0,0.9090909090909091,30,0.5625,0.14940912552421626,1.0,0.7375,0.25,1.0,1.0
simgp24,straddle_min,13,5,0.1245489921240512,0.8571428571428571,1.0,0.923076923076923,30,0.4430379746835443,0.16513365570472324,1.0,0.7848101265822784,0.25,1.0,1.0
simgp24,straddle_min,14,5,0.1209734207500806,0.8571428571428571,1.0,0.923076923076923,30,0.5,0.16641506498100028,1.0,0.8461538461538461,0.25,1.0,1.0
simgp24,straddle_min,15,5,0.12681978178853948,0.8571428571428571,1.0,0.923076923076923,30,0.44155844155844154,0.1615422849665357,1.0,0.7272727272727273,0.25,1.0,1.0
simgp24,random,3,6,0.04731091554208419,0.9142857142857143,1.0,0.955223880597015,32,0.8089887640449438,0.1893660698909928,1.0,0.4157303370786517,0.7,0.6,0.5
simgp_timeblind,random,3,6,0.22233609516061875,1.0,0.46875,0.6382978723404256,32,0.10112359550561797,0.19862718950433517,0.42105263157894735,0.39325842696629215,,,
mean_of_samples,random,3,6,0.3234424782738271,1.0,0.0,0.0,32,0.0,0.28167409580686714,0.0,0.0,,,
simgp24,random,4,6,0.20018510781135665,0.7380952380952381,1.0,0.8493150684931507,31,0.5454545454545454,0.1403547905522816,0.3888888888888889,0.9431818181818182,0.1,0.6,1.0
simgp_timeblind,random,4,6,0.20479534361028326,1.0,0.2903225806451613,0.45000000000000007,31,0.10227272727272728,0.1940583883076315,0.2222222222222222,0.36363636363636365,,,
mean_of_samples,random,4,6,0.2799960933644348,1.0,0.0,0.0,31,0.0,0.29172828598261674,0.0,0.0,,,
simgp24,random,5,6,0.19345128449385418,0.6888888888888889,1.0,0.8157894736842105,31,0.4942528735632184,0.15716577789594724,0.5555555555555556,0.9195402298850575,0.1,0.6,0.0
simgp_timeblind,random,5,6,0.2263438102493053,1.0,0.2903225806451613,0.45000000000000007,31,0.40229885057471265,0.20098483352342547,0.2222222222222222,0.6206896551724138,,,
mean_of_samples,random,5,6,0.28717609463636434,1.0,0.0,0.0,31,0.0,0.2866960443037586,0.0,0.0,,,
simgp24,random,6,6,0.2091001974638996,0.6382978723404256,1.0,0.7792207792207793,30,0.3023255813953488,0.17246502283432996,0.8235294117647058,0.9069767441860465,0.1,0.6,0.0
simgp_timeblind,random,6,6,0.18484452414987698,1.0,0.3,0.4615384615384615,30,0.3023255813953488,0.21368236987301395,0.23529411764705882,0.32558139534883723,,,
mean_of_samples,random,6,6,0.27444564118137404,1.0,0.0,0.0,30,0.0,0.2945467123469654,0.0,0.0,,,
simgp24,random,7,6,0.23043554971999541,0.58,1.0,0.7341772151898733,29,0.25882352941176473,0.18658982344339028,0.9411764705882353,0.9058823529411765,0.55,0.6,0.5
simgp_timeblind,random,7,6,0.1873054985456264,1.0,0.3448275862068966,0.5128205128205129,29,0.3176470588235294,0.30486347521040386,0.23529411764705882,0.25882352941176473,,,
mean_of_samples,random,7,6,0.26270534234705617,1.0,0.0,0.0,29,0.0,0.3095295253909249,0.0,0.0,,,
simgp24,random,8,6,0.20073764572169206,0.6744186046511628,1.0,0.8055555555555556,29,0.27380952380952384,0.18932302056437084,1.0,0.8928571428571429,0.55,0.6,1.0
simgp_timeblind,random,8,6,0.1993483553668371,1.0,0.3793103448275862,0.5499999999999999,29,0.23809523809523808,0.30420228751454415,0.23529411764705882,0.19047619047619047,,,
mean_of_samples,random,8,6,0.26386095814265054,1.0,0.0,0.0,29,0.0,0.31164702402944766,0.0,0.0,,,
simgp24,random,9,6,0.18389671923503526,0.6904761904761905,1.0,0.8169014084507042,29,0.26506024096385544,0.19187426193514018,1.0,0.8795180722891566,0.55,0.6,0.5
simgp_timeblind,random,9,6,0.18887211908359883,1.0,0.3793103448275862,0.5499999999999999,29,0.37349397590361444,0.2912764739522181,0.23529411764705882,0.20481927710843373,,,
mean_of_samples,random,9,6,0.27100456741693574,1.0,0.0,0.0,29,0.0,0.3045691436080614,0.0,0.0,,,
simgp24,random,10,6,0.1733613046167726,0.717948717948718,1.0,0.835820895522388,28,0.25609756097560976,0.20006818278725244,1.0,0.8780487804878049,0.55,0.6,1.0
simgp_timeblind,random,10,6,0.17596811946787574,1.0,0.5,0.6666666666666666,28,0.4878048780487805,0.28051800443166164,0.375,0.25609756097560976,,,
mean_of_samples,random,10,6,0.26248508460535735,1.0,0.0,0.0,28,0.0,0.31473088695700674,0.0,0.0,,,
simgp24,random,11,6,0.16908266366809255,0.7368421052631579,1.0,0.8484848484848484,28,0.25925925925925924,0.19985411973247097,1.0,0.8765432098765432,0.55,0.6,0.5
simgp_timeblind,random,11,6,0.17758213851112334,1.0,0.5357142857142857,0.6976744186046512,28,0.4691358024691358,0.28475360411301365,0.375,0.2222222222222222,,,
mean_of_samples,random,11,6,0.2668457669896428,1.0,0.0,0.0,28,0.0,0.3113117646764746,0.0,0.0,,,
simgp24,random,12,6,0.15429538382272806,0.7567567567567568,1.0,0.8615384615384616,28,0.2625,0.2149558394727311,1.0,0.3,0.55,0.6,1.0
simgp_timeblind,random,12,6,0.1694755065884869,1.0,0.5357142857142857,0.6976744186046512,28,0.475,0.28605293764723816,0.375,0.2,,,
mean_of_samples,random,12,6,0.27675649684819525,1.0,0.0,0.0,28,0.0,0.30213025183444253,0.0,0.0,,,
simgp24,random,13,6,0.15013318225993066,0.7567567567567568,1.0,0.8615384615384616,28,0.26582278481012656,0.21475957449324293,1.0,0.2911392405063291,0.55,0.6,1.0
simgp_timeblind,random,13,6,0.1666567850184695,1.0,0.5357142857142857,0.6976744186046512,28,0.4430379746835443,0.27369307181013725,0.375,0.25316455696202533,,,
mean_of_samples,random,13,6,0.2841988495801915,1.0,0.0,0.0,28,0.0,0.29683387450163834,0.0,0.0,,,
simgp24,random,14,6,0.13907164805444186,0.7567567567567568,1.0,0.8615384615384616,28,0.2692307692307692,0.22043610423068125,1.0,0.21794871794871795,0.55,0.6,1.0
simgp_timeblind,random,14,6,0.16607499778301318,1.0,0.5357142857142857,0.6976744186046512,28,0.44871794871794873,0.27176084999674993,0.375,0.23076923076923078,,,
mean_of_samples,random,14,6,0.3100005315096007,1.0,0.0,0.0,28,0.0,0.27772045273221235,0.0,0.0,,,
simgp24,random,15,6,0.12184961051060597,0.7777777777777778,1.0,0.8750000000000001,28,0.2857142857142857,0.21996667503639392,1.0,0.22077922077922077,0.55,0.6,1.0
simgp_timeblind,random,15,6,0.18293313045151632,1.0,0.5357142857142857,0.6976744186046512,28,0.44155844155844154,0.22055012471488727,0.375,0.42857142857142855,,,
mean_of_samples,random,15,6,0.31014970001607656,1.0,0.0,0.0,28,0.0,0.27966209541958253,0.0,0.0,,,
simgp24,uncertainty,3,6,0.04731091554208419,0.9142857142857143,1.0,0.955223880597015,32,0.8089887640449438,0.1893660698909928,1.0,0.4157303370786517,0.7,0.6,0.5
simgp24,uncertainty,4,6,0.11175018324103221,0.8888888888888888,0.7741935483870968,0.8275862068965517,31,0.6818181818181818,0.132870427797642,0.6666666666666666,0.875,0.1,0.6,1.0
simgp24,uncertainty,5,6,0.10406149319748056,0.92,0.7666666666666667,0.8363636363636363,30,0.632183908045977,0.1236751731642345,0.5294117647058824,0.8505747126436781,0.1,0.6,1.0
simgp24,uncertainty,6,6,0.19774695137165116,0.7631578947368421,1.0,0.8656716417910448,29,0.29069767441860467,0.14007809122047943,0.625,0.9186046511627907,0.1,0.6,1.0
simgp24,uncertainty,7,6,0.20911216568724994,0.6363636363636364,1.0,0.7777777777777778,28,0.29411764705882354,0.15306721458864098,0.625,0.9176470588235294,0.4,0.6,1.0
simgp24,uncertainty,8,6,0.2251789428089468,0.6136363636363636,1.0,0.7605633802816901,27,0.30952380952380953,0.1242932628765816,0.625,0.9642857142857143,0.1,0.6,1.0
simgp24,uncertainty,9,6,0.22752724201213428,0.65,1.0,0.787878787878788,26,0.1927710843373494,0.1048357951759771,0.5625,0.963855421686747,0.1,0.6,1.0
simgp24,uncertainty,10,6,0.2218627291499779,0.6944444444444444,1.0,0.819672131147541,25,0.18292682926829268,0.10326783540065743,0.4666666666666667,0.9634146341463414,0.1,0.6,1.0
simgp24,uncertainty,11,6,0.20854970888446028,0.7352941176470589,1.0,0.8474576271186441,25,0.20987654320987653,0.10389518319815329,0.4666666666666667,0.9629629629629629,0.1,0.6,1.0
simgp24,uncertainty,12,6,0.1778308450968449,0.75,1.0,0.8571428571428571,24,0.25,0.10691459370359674,0.5,0.95,0.1,0.6,1.0
simgp24,uncertainty,13,6,0.19543248492514517,0.6388888888888888,1.0,0.7796610169491525,23,0.4050632911392405,0.10923371470556685,0.5714285714285714,0.9746835443037974,0.1,0.6,1.0
simgp24,uncertainty,14,6,0.17263106363968989,0.6571428571428571,1.0,0.7931034482758621,23,0.3974358974358974,0.10992749725772882,0.5714285714285714,0.9743589743589743,0.1,0.6,1.0
simgp24,uncertainty,15,6,0.16473995933338617,0.6388888888888888,1.0,0.7796610169491525,23,0.4155844155844156,0.10995350486133831,0.5714285714285714,0.961038961038961,0.1,0.6,1.0
simgp24,straddle,3,6,0.04731091554208419,0.9142857142857143,1.0,0.955223880597015,32,0.8089887640449438,0.1893660698909928,1.0,0.4157303370786517,0.7,0.6,0.5
simgp24,straddle,4,6,0.14340344183491197,0.7380952380952381,1.0,0.8493150684931507,31,0.2159090909090909,0.20512085979508554,1.0,0.8295454545454546,0.7,0.6,0.0
simgp24,straddle,5,6,0.07173173936413108,0.8333333333333334,1.0,0.9090909090909091,30,0.7471264367816092,0.19715490736584537,1.0,0.8275862068965517,0.7,0.6,0.0
simgp24,straddle,6,6,0.08187680908828415,0.8285714285714286,1.0,0.90625,29,0.6744186046511628,0.21386345624367026,1.0,0.3372093023255814,0.7,0.6,0.0
simgp24,straddle,7,6,0.0918033654828875,0.7567567567567568,1.0,0.8615384615384616,28,0.49411764705882355,0.23893211921746857,1.0,0.2823529411764706,0.7,0.6,0.0
simgp24,straddle,8,6,0.059692859522021836,0.9032258064516129,1.0,0.9491525423728813,28,0.8214285714285714,0.18751154973050288,1.0,0.7976190476190477,0.7,0.6,0.5
simgp24,straddle,9,6,0.058627820417301274,0.9,1.0,0.9473684210526316,27,0.8192771084337349,0.19170185149090296,1.0,0.7951807228915663,0.55,0.6,0.5
simgp24,straddle,10,6,0.06777417697389476,0.8666666666666667,1.0,0.9285714285714286,26,0.8048780487804879,0.20752311990957337,1.0,0.7804878048780488,0.4,0.6,1.0
simgp24,straddle,11,6,0.09476201449055822,0.8928571428571429,1.0,0.9433962264150945,25,0.7283950617283951,0.1864263924225893,1.0,0.7777777777777778,0.4,0.6,1.0
simgp24,straddle,12,6,0.05574345123329802,0.8571428571428571,1.0,0.923076923076923,24,0.825,0.17390853620564992,1.0,0.7125,0.4,0.6,1.0
simgp24,straddle,13,6,0.057628604929912404,0.8518518518518519,1.0,0.92,23,0.7721518987341772,0.18211386766490786,1.0,0.6708860759493671,0.4,0.6,1.0
simgp24,straddle,14,6,0.0578741918519895,0.8461538461538461,1.0,0.9166666666666666,22,0.8076923076923077,0.18065786140385184,1.0,0.7692307692307693,0.4,0.6,1.0
simgp24,straddle,15,6,0.05325542642677633,0.8076923076923077,1.0,0.8936170212765957,21,0.8831168831168831,0.158885600843006,1.0,0.935064935064935,0.4,0.6,1.0
simgp24,straddle_min,3,6,0.04731091554208419,0.9142857142857143,1.0,0.955223880597015,32,0.8089887640449438,0.1893660698909928,1.0,0.4157303370786517,0.7,0.6,0.5
simgp24,straddle_min,4,6,0.04716193789395611,0.9117647058823529,1.0,0.9538461538461539,31,0.6363636363636364,0.18923886304599444,1.0,0.38636363636363635,0.4,0.6,0.5
simgp24,straddle_min,5,6,0.045121461336402685,0.9393939393939394,1.0,0.96875,31,0.6206896551724138,0.19410046136091322,1.0,0.22988505747126436,0.4,0.6,0.5
simgp24,straddle_min,6,6,0.046048818270786,0.9375,1.0,0.967741935483871,30,0.6046511627906976,0.18887066938938712,1.0,0.20930232558139536,0.4,0.6,0.5
simgp24,straddle_min,7,6,0.04494275693971037,0.9354838709677419,1.0,0.9666666666666666,29,0.49411764705882355,0.18302382466149428,1.0,0.29411764705882354,0.4,0.6,0.5
simgp24,straddle_min,8,6,0.04652456221060004,0.9666666666666667,1.0,0.983050847457627,29,0.5119047619047619,0.18141639289418995,0.8947368421052632,0.2976190476190476,0.4,0.6,0.0
simgp24,straddle_min,9,6,0.046107094077771665,0.9666666666666667,1.0,0.983050847457627,29,0.5180722891566265,0.1819764452270871,0.9473684210526315,0.27710843373493976,0.4,0.6,0.5
simgp24,straddle_min,10,6,0.04507052773050369,1.0,1.0,1.0,29,0.5121951219512195,0.18273307979218875,0.8947368421052632,0.2682926829268293,0.4,0.6,0.5
simgp24,straddle_min,11,6,0.044705820966371955,1.0,1.0,1.0,29,0.4074074074074074,0.18353681605686917,0.9473684210526315,0.14814814814814814,0.4,0.6,0.5
simgp24,straddle_min,12,6,0.055216906876808705,1.0,1.0,1.0,28,0.8,0.18467472216842895,0.8421052631578947,0.825,0.55,0.6,0.5
simgp24,straddle_min,13,6,0.05425702587191825,1.0,1.0,1.0,28,0.7974683544303798,0.18918235341844408,1.0,0.7341772151898734,0.55,0.6,0.5
simgp24,straddle_min,14,6,0.048226275859564544,1.0,1.0,1.0,28,0.8461538461538461,0.17778631747297455,0.8421052631578947,0.7948717948717948,0.4,0.6,1.0
simgp24,straddle_min,15,6,0.06025413724795992,1.0,1.0,1.0,28,0.7662337662337663,0.15331202274987402,0.6842105263157895,0.7272727272727273,0.4,0.6,0.5
simgp24,random,3,7,0.11225637527656215,1.0,0.6896551724137931,0.8163265306122449,29,0.7528089887640449,0.2083709952987352,0.36363636363636365,0.550561797752809,0.1,0.3,0.0
simgp_timeblind,random,3,7,0.4279818329401223,1.0,0.06896551724137931,0.12903225806451613,29,0.3146067415730337,0.3602540854406395,0.0,0.449438202247191,,,
mean_of_samples,random,3,7,0.28483197248751163,1.0,0.0,0.0,29,0.0,0.34909368240082655,0.0,0.0,,,
simgp24,random,4,7,0.11995786429231431,1.0,0.8275862068965517,0.9056603773584906,29,0.8409090909090909,0.15479032446914337,0.22727272727272727,0.7727272727272727,0.1,0.3,0.0
simgp_timeblind,random,4,7,0.33186110339218305,1.0,0.034482758620689655,0.06666666666666667,29,0.3181818181818182,0.31205438379947775,0.0,0.25,,,
mean_of_samples,random,4,7,0.301672402100552,1.0,0.0,0.0,29,0.0,0.33512572221690845,0.0,0.0,,,
simgp24,random,5,7,0.10878310147145678,1.0,0.6071428571428571,0.7555555555555554,28,0.6896551724137931,0.1984549237651547,0.3181818181818182,0.47126436781609193,0.1,0.6,0.0
simgp_timeblind,random,5,7,0.2838918598462721,1.0,0.03571428571428571,0.0689655172413793,28,0.25287356321839083,0.28077504016863286,0.0,0.2413793103448276,,,
mean_of_samples,random,5,7,0.29868670252831964,1.0,0.0,0.0,28,0.0,0.33739523731386617,0.0,0.0,,,
simgp24,random,6,7,0.10217738374783811,1.0,0.75,0.8571428571428571,28,0.7093023255813954,0.20066829645511844,0.36363636363636365,0.46511627906976744,0.1,0.6,0.5
simgp_timeblind,random,6,7,0.36993127254981995,1.0,0.07142857142857142,0.13333333333333333,28,0.19767441860465115,0.35324457750115773,0.0,0.313953488372093,,,
mean_of_samples,random,6,7,0.3175386823155461,1.0,0.0,0.0,28,0.0,0.3327844833012164,0.0,0.0,,,
simgp24,random,7,7,0.0982930741224219,1.0,0.7142857142857143,0.8333333333333333,28,0.6823529411764706,0.19248688503625083,0.36363636363636365,0.4823529411764706,0.1,0.6,0.5
simgp_timeblind,random,7,7,0.2904152861249629,1.0,0.03571428571428571,0.0689655172413793,28,0.17647058823529413,0.2829999851591655,0.0,0.24705882352941178,,,
mean_of_samples,random,7,7,0.3243633082948233,1.0,0.0,0.0,28,0.0,0.33397233914166685,0.0,0.0,,,
simgp24,random,8,7,0.12924924791691794,1.0,0.8214285714285714,0.9019607843137255,28,0.7976190476190477,0.28786428307280393,0.13636363636363635,0.39285714285714285,0.1,0.6,1.0
simgp_timeblind,random,8,7,0.22461271333864605,1.0,0.03571428571428571,0.0689655172413793,28,0.32142857142857145,0.2449646596500512,0.0,0.2976190476190476,,,
mean_of_samples,random,8,7,0.3218524971262612,1.0,0.0,0.0,28,0.0,0.3357045691900802,0.0,0.0,,,
simgp24,random,9,7,0.11918582827839863,1.0,0.8214285714285714,0.9019607843137255,28,0.7951807228915663,0.2947434147455424,0.09090909090909091,0.3373493975903614,0.1,0.6,1.0
simgp_timeblind,random,9,7,0.2236481370412841,1.0,0.03571428571428571,0.0689655172413793,28,0.30120481927710846,0.2405291576850482,0.0,0.25301204819277107,,,
mean_of_samples,random,9,7,0.3357871878300469,1.0,0.0,0.0,28,0.0,0.3367104292203482,0.0,0.0,,,
simgp24,random,10,7,0.11959717830657872,1.0,0.8214285714285714,0.9019607843137255,28,0.7926829268292683,0.2830244249494681,0.09090909090909091,0.35365853658536583,0.1,0.6,1.0
simgp_timeblind,random,10,7,0.27983546272185145,1.0,0.07142857142857142,0.13333333333333333,28,0.3902439024390244,0.2677643625954078,0.0,0.5365853658536586,,,
mean_of_samples,random,10,7,0.3490002638037389,1.0,0.0,0.0,28,0.0,0.34030443542619937,0.0,0.0,,,
simgp24,random,11,7,0.12112611522367067,1.0,0.8214285714285714,0.9019607843137255,28,0.8271604938271605,0.1518632204233343,0.2727272727272727,0.8271604938271605,0.1,0.6,1.0
simgp_timeblind,random,11,7,0.23743337238858844,1.0,0.03571428571428571,0.0689655172413793,28,0.30864197530864196,0.24407408925656682,0.0,0.345679012345679,,,
mean_of_samples,random,11,7,0.3539639319703553,1.0,0.0,0.0,28,0.0,0.34318463832145996,0.0,0.0,,,
simgp24,random,12,7,0.15700902801369082,0.7931034482758621,0.8518518518518519,0.8214285714285715,27,0.5375,0.23133452142133593,0.8636363636363636,0.5625,0.1,0.6,1.0
simgp_timeblind,random,12,7,0.2430499707122837,1.0,0.1111111111111111,0.19999999999999998,27,0.5375,0.25892732501238075,0.045454545454545456,0.75,,,
mean_of_samples,random,12,7,0.33826074853076654,1.0,0.0,0.0,27,0.0,0.3414567923272019,0.0,0.0,,,
simgp24,random,13,7,0.14932577545748188,0.7666666666666667,0.8846153846153846,0.8214285714285715,26,0.45569620253164556,0.23591959241686422,0.9047619047619048,0.5189873417721519,0.1,0.6,1.0
simgp_timeblind,random,13,7,0.23309783724001115,1.0,0.23076923076923078,0.375,26,0.5063291139240507,0.24696137890647477,0.19047619047619047,0.6708860759493671,,,
mean_of_samples,random,13,7,0.32137537946826833,1.0,0.0,0.0,26,0.0,0.33945548891640887,0.0,0.0,,,
simgp24,random,14,7,0.1567154099182723,0.7666666666666667,0.8846153846153846,0.8214285714285715,26,0.46153846153846156,0.2328745807668561,0.8571428571428571,0.5512820512820513,0.1,0.6,1.0
simgp_timeblind,random,14,7,0.23491259601082248,1.0,0.23076923076923078,0.375,26,0.48717948717948717,0.2492927788763361,0.19047619047619047,0.6410256410256411,,,
mean_of_samples,random,14,7,0.33265399819849817,1.0,0.0,0.0,26,0.0,0.34162895141425725,0.0,0.0,,,
simgp24,random,15,7,0.20696424419330153,0.6944444444444444,1.0,0.819672131147541,25,0.2077922077922078,0.3150861621820093,0.15,0.37662337662337664,0.25,0.6,1.0
simgp_timeblind,random,15,7,0.23307651330074514,1.0,0.24,0.3870967741935484,25,0.4805194805194805,0.2471185521461315,0.2,0.6363636363636364,,,
mean_of_samples,random,15,7,0.319245435092138,1.0,0.0,0.0,25,0.0,0.3398071332230443,0.0,0.0,,,
simgp24,uncertainty,3,7,0.11225637527656215,1.0,0.6896551724137931,0.8163265306122449,29,0.7528089887640449,0.2083709952987352,0.36363636363636365,0.550561797752809,0.1,0.3,0.0
simgp24,uncertainty,4,7,0.1453091129124376,0.8846153846153846,0.8214285714285714,0.8518518518518519,28,0.8977272727272727,0.22036776984498033,0.36363636363636365,0.9431818181818182,0.7,0.3,0.0
simgp24,uncertainty,5,7,0.2733757637797135,0.54,1.0,0.7012987012987013,27,0.28735632183908044,0.2514246382276087,0.38095238095238093,0.8620689655172413,0.7,0.6,1.0
simgp24,uncertainty,6,7,0.2346742855857052,0.6190476190476191,1.0,0.7647058823529412,26,0.3372093023255814,0.19315186083546487,0.8,0.9418604651162791,0.55,0.6,1.0
simgp24,uncertainty,7,7,0.20079734364795818,0.6756756756756757,1.0,0.8064516129032258,25,0.9294117647058824,0.2068048680162793,0.3684210526315789,0.8823529411764706,0.55,0.6,1.0
simgp24,uncertainty,8,7,0.18618006161643108,0.6857142857142857,1.0,0.8135593220338984,24,0.75,0.203280836523538,0.3888888888888889,0.8809523809523809,0.55,0.6,1.0
simgp24,uncertainty,9,7,0.18587273443954416,0.7741935483870968,1.0,0.8727272727272727,24,0.6385542168674698,0.2108618106880281,0.3333333333333333,0.7710843373493976,0.55,0.6,1.0
simgp24,uncertainty,10,7,0.1670312161898281,0.6857142857142857,1.0,0.8135593220338984,24,0.6463414634146342,0.20849754710007695,0.3888888888888889,0.8780487804878049,0.55,0.6,1.0
simgp24,uncertainty,11,7,0.14732105396439696,0.6857142857142857,1.0,0.8135593220338984,24,0.7407407407407407,0.2025440017296183,0.5555555555555556,0.8765432098765432,0.55,0.6,1.0
simgp24,uncertainty,12,7,0.14694856317396654,0.6857142857142857,1.0,0.8135593220338984,24,0.75,0.20484002103046484,0.5555555555555556,0.8875,0.55,0.6,1.0
simgp24,uncertainty,13,7,0.14486107009703708,0.6857142857142857,1.0,0.8135593220338984,24,0.6962025316455697,0.207016602745132,0.5555555555555556,0.8607594936708861,0.55,0.6,1.0
simgp24,uncertainty,14,7,0.14806086308350858,0.6764705882352942,1.0,0.8070175438596492,23,0.5641025641025641,0.19996879047202026,0.5555555555555556,0.8717948717948718,0.55,0.6,1.0
simgp24,uncertainty,15,7,0.1436689330878813,0.6764705882352942,1.0,0.8070175438596492,23,0.5064935064935064,0.20027167721811842,0.5555555555555556,0.8441558441558441,0.55,0.6,1.0
simgp24,straddle,3,7,0.11225637527656215,1.0,0.6896551724137931,0.8163265306122449,29,0.7528089887640449,0.2083709952987352,0.36363636363636365,0.550561797752809,0.1,0.3,0.0
simgp24,straddle,4,7,0.09753108472985102,0.9230769230769231,0.8571428571428571,0.888888888888889,28,0.9545454545454546,0.18185139630505695,0.2727272727272727,0.7613636363636364,0.7,0.1,0.0
simgp24,straddle,5,7,0.16069484514397564,0.9310344827586207,1.0,0.9642857142857143,27,0.8620689655172413,0.17925792566484203,0.2857142857142857,0.7471264367816092,0.4,0.6,1.0
simgp24,straddle,6,7,0.21395896374948725,0.6666666666666666,1.0,0.8,26,0.5581395348837209,0.176350992653262,0.3,0.7790697674418605,0.55,0.6,1.0
simgp24,straddle,7,7,0.20548332000938704,0.6578947368421053,1.0,0.7936507936507937,25,0.5294117647058824,0.1662782955487846,0.3,0.8117647058823529,0.55,0.6,1.0
simgp24,straddle,8,7,0.1573716702615138,0.75,1.0,0.8571428571428571,24,0.8571428571428571,0.16215299574734438,0.8947368421052632,0.8571428571428571,0.55,0.6,1.0
simgp24,straddle,9,7,0.1528051661052809,0.7419354838709677,1.0,0.8518518518518519,23,0.8313253012048193,0.16382167442806406,0.9444444444444444,0.8433734939759037,0.55,0.6,1.0
simgp24,straddle,10,7,0.14673686847630255,0.7096774193548387,1.0,0.8301886792452831,22,0.926829268292683,0.16675817681871477,0.9411764705882353,0.9146341463414634,0.55,0.6,1.0
simgp24,straddle,11,7,0.1666979778200246,0.7241379310344828,1.0,0.8400000000000001,21,0.18518518518518517,0.8613604542301789,0.11764705882352941,0.0,0.55,0.6,1.0
simgp24,straddle,12,7,0.15496227796716355,0.7407407407407407,1.0,0.851063829787234,20,0.1875,0.8532641215330593,0.125,0.0,0.55,0.6,1.0
simgp24,straddle,13,7,0.12701437821470782,0.7307692307692307,1.0,0.8444444444444443,19,0.9113924050632911,0.15230614814872756,1.0,0.9367088607594937,0.55,0.6,1.0
simgp24,straddle,14,7,0.13405643780049678,0.75,1.0,0.8571428571428571,18,0.8974358974358975,0.1570628843097861,1.0,0.9358974358974359,0.55,0.6,1.0
simgp24,straddle,15,7,0.18385672342052076,0.6538461538461539,1.0,0.7906976744186047,17,0.18181818181818182,0.2074847026542492,0.23076923076923078,0.7272727272727273,0.55,0.6,1.0
simgp24,straddle_min,3,7,0.11225637527656215,1.0,0.6896551724137931,0.8163265306122449,29,0.7528089887640449,0.2083709952987352,0.36363636363636365,0.550561797752809,0.1,0.3,0.0
simgp24,straddle_min,4,7,0.18005385791449866,0.9333333333333333,1.0,0.9655172413793104,28,0.7613636363636364,0.17854071036936273,0.19047619047619047,0.75,0.1,0.6,1.0
simgp24,straddle_min,5,7,0.21468492828151764,0.7567567567567568,1.0,0.8615384615384616,28,0.4482758620689655,0.16724594709250762,0.6190476190476191,0.9310344827586207,0.1,0.6,1.0
simgp24,straddle_min,6,7,0.17058370977075088,0.8484848484848485,1.0,0.9180327868852458,28,0.8953488372093024,0.19091422847308642,0.8095238095238095,0.9186046511627907,0.1,0.6,1.0
simgp24,straddle_min,7,7,0.20272214916910442,0.84375,1.0,0.9152542372881356,27,0.5764705882352941,0.2710860804495755,0.3333333333333333,0.4235294117647059,0.55,0.6,1.0
simgp24,straddle_min,8,7,0.10991231397650841,0.9285714285714286,0.9629629629629629,0.9454545454545454,27,0.6904761904761905,0.2081291129125825,0.9523809523809523,0.7738095238095238,0.55,0.6,1.0
simgp24,straddle_min,9,7,0.1881142228716239,0.8709677419354839,1.0,0.9310344827586207,27,0.5542168674698795,0.2568806075370164,0.38095238095238093,0.4578313253012048,0.4,0.6,1.0
simgp24,straddle_min,10,7,0.15402657001885434,0.7941176470588235,1.0,0.8852459016393442,27,0.45121951219512196,0.20567286874766788,0.9047619047619048,0.8414634146341463,0.4,0.6,1.0
