model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
physgp_core,random,9,2,0.1568857365258675,0.10800474562971774,1.0,1.0,1.0,0,0.5769230769230769,0.038461538461538464,0.3076923076923077,0.7307692307692307,,,,,,,
physgp_rich,random,9,2,0.16722455140289538,0.11383417773466158,1.0,1.0,1.0,0,0.4230769230769231,0.07692307692307693,0.23076923076923078,0.6538461538461539,,,,,,,
simgp_rich,random,9,2,0.07595235863912635,0.055494656764317786,1.0,1.0,1.0,0,1.0,0.8461538461538461,0.9615384615384616,1.0,,,,,,,
mean_of_samples,random,9,2,0.23323443923077397,0.15793619146910173,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,9,2,0.17969372986653323,0.1306694444897371,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,9,2,0.17264227446748726,0.12081095877964701,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,10,2,0.09357386113175424,0.06034126722041095,1.0,1.0,1.0,0,0.96,0.76,0.96,1.0,0.1,0.1,0.5,0.85,1.1,0.9,0.0
simgp_core_nogp,random,10,2,0.09362748025567043,0.06037916512843784,1.0,1.0,1.0,0,0.96,0.72,0.92,1.0,,,,,,,
simgp_core_g75,random,10,2,0.0985663491424358,0.06576951418759269,1.0,1.0,1.0,0,0.92,0.44,0.88,0.92,,,,,,,
physgp_core,random,10,2,0.16684452008251693,0.11468853108908492,1.0,1.0,1.0,0,0.72,0.12,0.56,0.76,,,,,,,
physgp_rich,random,10,2,0.1877260258616351,0.12499044673708663,1.0,1.0,1.0,0,0.48,0.24,0.4,0.6,,,,,,,
simgp_rich,random,10,2,0.09247322599091023,0.059747842215525156,1.0,1.0,1.0,0,1.0,0.8,0.96,1.0,,,,,,,
pinn_rich,random,10,2,0.1846655292544847,0.13737506971947552,1.0,1.0,1.0,0,0.28,0.12,0.12,0.32,,,,,,,
mean_of_samples,random,10,2,0.23826386606644365,0.1643972228256751,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,10,2,0.17713897104766352,0.12653044270222105,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,10,2,0.1783192075444441,0.12234170794920299,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,11,2,0.09487405816170758,0.062176156716297774,1.0,1.0,1.0,0,0.9583333333333334,0.7916666666666666,0.9583333333333334,1.0,0.1,0.1,0.5,0.85,1.1,0.9,0.0
simgp_core_nogp,random,11,2,0.09502706246764271,0.06239757117565919,1.0,1.0,1.0,0,0.9583333333333334,0.7083333333333334,0.9166666666666666,1.0,,,,,,,
simgp_core_g75,random,11,2,0.08845072819062387,0.05321649413220363,1.0,1.0,1.0,0,0.9166666666666666,0.5833333333333334,0.875,0.9166666666666666,,,,,,,
physgp_core,random,11,2,0.1496467734450519,0.0983237482286435,1.0,1.0,1.0,0,0.875,0.3333333333333333,0.7083333333333334,0.875,,,,,,,
physgp_rich,random,11,2,0.1752284817957971,0.11361983192344767,1.0,1.0,1.0,0,0.5416666666666666,0.20833333333333334,0.5,0.6666666666666666,,,,,,,
simgp_rich,random,11,2,0.09535457629434692,0.06638698724826751,1.0,1.0,1.0,0,1.0,0.7916666666666666,0.9583333333333334,1.0,,,,,,,
mean_of_samples,random,11,2,0.21788015130169403,0.15568931842356648,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,11,2,0.15630558227914376,0.12242597151305333,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,11,2,0.15692904244526817,0.10597042035796433,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,12,2,0.09634052766618936,0.06285962719393855,1.0,1.0,1.0,0,0.9565217391304348,0.782608695652174,0.9565217391304348,1.0,0.1,0.1,0.5,0.85,1.1,0.9,0.0
simgp_core_nogp,random,12,2,0.09665458095148148,0.06321844237074208,1.0,1.0,1.0,0,0.9565217391304348,0.6956521739130435,0.9130434782608695,1.0,,,,,,,
simgp_core_g75,random,12,2,0.0898782852651085,0.053258144703015924,1.0,1.0,1.0,0,0.9130434782608695,0.5217391304347826,0.8695652173913043,0.9130434782608695,,,,,,,
physgp_core,random,12,2,0.1199954994863369,0.08380844281327136,1.0,1.0,1.0,0,0.8695652173913043,0.43478260869565216,0.8260869565217391,0.9130434782608695,,,,,,,
physgp_rich,random,12,2,0.1461841968600245,0.09387342767869701,1.0,1.0,1.0,0,0.6956521739130435,0.34782608695652173,0.6086956521739131,0.6956521739130435,,,,,,,
simgp_rich,random,12,2,0.09625508607429063,0.06211452579107418,1.0,1.0,1.0,0,1.0,0.782608695652174,0.9565217391304348,1.0,,,,,,,
pinn_rich,random,12,2,0.22066149452487824,0.1560797248761154,1.0,1.0,1.0,0,0.2608695652173913,0.13043478260869565,0.21739130434782608,0.2608695652173913,,,,,,,
mean_of_samples,random,12,2,0.1776647818617328,0.1537954478963499,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,12,2,0.1435338883502895,0.11316520658741301,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,12,2,0.12104934594320002,0.08626742354340787,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,13,2,0.1007161272193589,0.056202379035923074,1.0,1.0,1.0,0,1.0,0.7272727272727273,0.9545454545454546,1.0,0.1,0.1,0.5,0.85,1.1,0.9,0.0
simgp_core_nogp,random,13,2,0.09735159271985634,0.059125551791807826,1.0,1.0,1.0,0,1.0,0.7727272727272727,1.0,1.0,,,,,,,
simgp_core_g75,random,13,2,0.09067211658544862,0.05224975491409858,1.0,1.0,1.0,0,0.8636363636363636,0.5909090909090909,0.8636363636363636,0.9090909090909091,,,,,,,
physgp_core,random,13,2,0.11560756941654694,0.08290418690592519,1.0,1.0,1.0,0,0.7272727272727273,0.3181818181818182,0.6363636363636364,0.7727272727272727,,,,,,,
physgp_rich,random,13,2,0.16325022388118343,0.12548786238306606,1.0,1.0,1.0,0,0.5454545454545454,0.2727272727272727,0.45454545454545453,0.5454545454545454,,,,,,,
simgp_rich,random,13,2,0.1005105769086142,0.05818948543756175,1.0,1.0,1.0,0,1.0,0.7727272727272727,1.0,1.0,,,,,,,
mean_of_samples,random,13,2,0.17977090188992087,0.15657399250549367,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,13,2,0.14984198360563974,0.11390710181265376,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,13,2,0.10854298466964026,0.07880710536261842,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,14,2,0.09653574801381637,0.055278158723204074,1.0,1.0,1.0,0,1.0,0.8095238095238095,1.0,1.0,0.1,0.1,1.0,0.85,1.1,1.0,0.0
simgp_core_nogp,random,14,2,0.0962658461816483,0.057539514473467473,1.0,1.0,1.0,0,1.0,0.7619047619047619,1.0,1.0,,,,,,,
simgp_core_g75,random,14,2,0.09151408732517133,0.051601706381669325,1.0,1.0,1.0,0,0.8571428571428571,0.7619047619047619,0.8571428571428571,0.9047619047619048,,,,,,,
physgp_core,random,14,2,0.10699463189556555,0.06802377261737055,1.0,1.0,1.0,0,0.7619047619047619,0.5238095238095238,0.7619047619047619,0.8571428571428571,,,,,,,
physgp_rich,random,14,2,0.1456387346166949,0.09909008338451951,1.0,1.0,1.0,0,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.7619047619047619,,,,,,,
simgp_rich,random,14,2,0.10440219743525353,0.06305996891125565,1.0,1.0,1.0,0,1.0,0.7142857142857143,0.9523809523809523,1.0,,,,,,,
mean_of_samples,random,14,2,0.1722374899566633,0.1459834641900368,1.0,1.0,1.0,0,,,,,,,,,,,
nearest_sample,random,14,2,0.17915620503928453,0.11715000797407228,1.0,1.0,1.0,0,,,,,,,,,,,
decay_only,random,14,2,0.10856969195705708,0.07912360912254918,1.0,1.0,1.0,0,,,,,,,,,,,
simgp_core,random,15,2,0.0918271978783461,0.05160493648912677,1.0,1.0,1.0,0,1.0,0.95,1.0,1.0,0.1,0.1,1.0,0.85,1.1,1.0,0.0
simgp_core_nogp,random,15,2,0.0958963423008042,0.05879569888845461,1.0,1.0,1.0,0,1.0,0.8,1.0,1.0,,,,,,,
