model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
physgp_rich,random,3,7,0.20013116003518241,0.17732254267019998,0.7058823529411765,0.75,0.7272727272727272,16,0.39325842696629215,0.06741573033707865,0.2696629213483146,0.6292134831460674,,,,,,,
simgp_rich,random,3,7,0.08234978288482044,0.06170716484852125,0.8571428571428571,0.75,0.7999999999999999,16,1.0,0.7303370786516854,1.0,1.0,,,,,,,
pinn_rich,random,3,7,0.18924571395344886,0.1363043421143239,1.0,0.0,0.0,16,0.5280898876404494,0.2808988764044944,0.42696629213483145,0.5955056179775281,,,,,,,
mean_of_samples,random,3,7,0.294598972270684,0.23528246495979505,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,3,7,0.31893518712304075,0.2673647177150669,1.0,0.0,0.0,16,,,,,,,,,,,
decay_only,random,3,7,0.20100726967197835,0.17962583307404756,0.7058823529411765,0.75,0.7272727272727272,16,,,,,,,,,,,
simgp_core,random,4,7,0.06968796570642313,0.055024119106090306,0.9166666666666666,0.6875,0.7857142857142857,16,1.0,0.8522727272727273,0.9886363636363636,1.0,0.55,0.6,1.0,1.15,0.9,1.0,0.6875
simgp_core_nogp,random,4,7,0.09266315435649865,0.07146849005106616,0.8,0.75,0.7741935483870969,16,0.9886363636363636,0.6363636363636364,0.9431818181818182,1.0,,,,,,,
simgp_core_g75,random,4,7,0.0773945568337062,0.05633655843715939,0.8333333333333334,0.9375,0.8823529411764706,16,0.9431818181818182,0.6022727272727273,0.8977272727272727,0.9545454545454546,,,,,,,
physgp_core,random,4,7,0.21470349271483294,0.16169876349672777,0.75,0.75,0.75,16,0.3977272727272727,0.18181818181818182,0.32954545454545453,0.4318181818181818,,,,,,,
physgp_rich,random,4,7,0.21146450398394878,0.1621217129513951,0.7058823529411765,0.75,0.7272727272727272,16,0.5454545454545454,0.23863636363636365,0.5227272727272727,0.6022727272727273,,,,,,,
simgp_rich,random,4,7,0.09256249301351052,0.07235138575953783,0.8461538461538461,0.6875,0.7586206896551724,16,0.9772727272727273,0.6363636363636364,0.9204545454545454,1.0,,,,,,,
mean_of_samples,random,4,7,0.28199480032136764,0.22881609598558256,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,4,7,0.2469329611024746,0.20565092618884087,1.0,0.0,0.0,16,,,,,,,,,,,
decay_only,random,4,7,0.19552680166012562,0.1575825258005156,0.7058823529411765,0.75,0.7272727272727272,16,,,,,,,,,,,
simgp_core,random,5,7,0.08840797846332994,0.06937450251737322,0.8571428571428571,0.75,0.7999999999999999,16,1.0,0.6206896551724138,0.9425287356321839,1.0,0.7,0.6,1.0,0.85,0.9,1.0,0.75
